draw,key,area,balanced_accuracy,accuracy,n_audit,stat,audit_estimate,full_estimate,unsafe_full,flag_audit,flag_ba
3,selection|microsoft/Phi-3.5-mini-instruct|a,selection,0.905,0.9533,600,delta_pp:1,0.8946,1.8188,True,False,False
3,selection|Qwen/Qwen2.5-7B-Instruct|b,selection,0.9586,0.9883,600,delta_pp:1,1.0825,-0.5102,False,True,False
3,selection|allenai/OLMo-2-1124-7B-Instruct|b,selection,0.8337,0.9183,600,delta_pp:1,2.6946,0.3366,False,True,False
3,selection|ibm-granite/granite-3.3-8b-instruct|b,selection,0.9684,0.9733,600,delta_pp:1,1.4317,1.8088,True,True,False
3,selection|microsoft/Phi-3.5-mini-instruct|b,selection,0.9289,0.9317,600,delta_pp:1,3.8168,2.3681,True,True,False
3,selection|Qwen/Qwen2.5-7B-Instruct|c,selection,0.9198,0.9817,600,delta_pp:1,0.489,-0.384,False,False,False
3,selection|allenai/OLMo-2-1124-7B-Instruct|c,selection,0.7631,0.9183,600,delta_pp:1,3.5059,1.2233,True,True,True
3,selection|ibm-granite/granite-3.3-8b-instruct|c,selection,0.8802,0.9733,600,delta_pp:1,-0.3454,1.1876,True,False,False
3,selection|microsoft/Phi-3.5-mini-instruct|c,selection,0.9141,0.9033,600,delta_pp:1,6.1455,3.7391,True,True,False
4,selection|Qwen/Qwen2.5-7B-Instruct|a,selection,0.8518,0.9683,600,delta_pp:1,-1.8132,-0.401,False,True,False
4,selection|allenai/OLMo-2-1124-7B-Instruct|a,selection,0.8242,0.9167,600,delta_pp:1,-0.727,-0.8898,False,False,False
4,selection|ibm-granite/granite-3.3-8b-instruct|a,selection,0.8924,0.955,600,delta_pp:1,-0.5938,0.9105,False,False,False
4,selection|microsoft/Phi-3.5-mini-instruct|a,selection,0.857,0.9333,600,delta_pp:1,2.4713,1.8188,True,True,False
4,selection|Qwen/Qwen2.5-7B-Instruct|b,selection,0.8271,0.9667,600,delta_pp:1,-0.7578,-0.5102,False,False,False
4,selection|allenai/OLMo-2-1124-7B-Instruct|b,selection,0.7694,0.9033,600,delta_pp:1,-1.1895,0.3366,False,True,True
4,selection|ibm-granite/granite-3.3-8b-instruct|b,selection,0.9136,0.95,600,delta_pp:1,-0.342,1.8088,True,False,False
4,selection|microsoft/Phi-3.5-mini-instruct|b,selection,0.8409,0.9033,600,delta_pp:1,3.1876,2.3681,True,True,False
4,selection|Qwen/Qwen2.5-7B-Instruct|c,selection,0.8408,0.97,600,delta_pp:1,-1.4557,-0.384,False,True,False
4,selection|allenai/OLMo-2-1124-7B-Instruct|c,selection,0.8114,0.915,600,delta_pp:1,3.6315,1.2233,True,True,False
4,selection|ibm-granite/granite-3.3-8b-instruct|c,selection,0.8867,0.9667,600,delta_pp:1,-2.2283,1.1876,True,True,False
4,selection|microsoft/Phi-3.5-mini-instruct|c,selection,0.8523,0.88,600,delta_pp:1,4.4978,3.7391,True,True,False
5,selection|Qwen/Qwen2.5-7B-Instruct|a,selection,0.8393,0.975,600,delta_pp:1,-0.7775,-0.401,False,False,False
5,selection|allenai/OLMo-2-1124-7B-Instruct|a,selection,0.8433,0.9267,600,delta_pp:1,-1.0659,-0.8898,False,True,False
5,selection|ibm-granite/granite-3.3-8b-instruct|a,selection,0.9096,0.9683,600,delta_pp:1,0.6169,0.9105,False,False,False
5,selection|microsoft/Phi-3.5-mini-instruct|a,selection,0.904,0.93,600,delta_pp:1,1.663,1.8188,True,True,False
5,selection|Qwen/Qwen2.5-7B-Instruct|b,selection,0.8376,0.9717,600,delta_pp:1,-1.4245,-0.5102,False,True,False
5,selection|allenai/OLMo-2-1124-7B-Instruct|b,selection,0.8294,0.9283,600,delta_pp:1,-0.6062,0.3366,False,False,False
5,selection|ibm-granite/granite-3.3-8b-instruct|b,selection,0.9096,0.9683,600,delta_pp:1,0.6169,1.8088,True,False,False
5,selection|microsoft/Phi-3.5-mini-instruct|b,selection,0.8796,0.9117,600,delta_pp:1,2.8837,2.3681,True,True,False
5,selection|Qwen/Qwen2.5-7B-Instruct|c,selection,0.8559,0.9783,600,delta_pp:1,-0.9035,-0.384,False,False,False
5,selection|allenai/OLMo-2-1124-7B-Instruct|c,selection,0.8112,0.9217,600,delta_pp:1,2.8525,1.2233,True,True,False
5,selection|ibm-granite/granite-3.3-8b-instruct|c,selection,0.8515,0.97,600,delta_pp:1,0.1322,1.1876,True,False,False
5,selection|microsoft/Phi-3.5-mini-instruct|c,selection,0.8829,0.89,600,delta_pp:1,4.5116,3.7391,True,True,False
6,selection|Qwen/Qwen2.5-7B-Instruct|a,selection,0.8123,0.9817,600,delta_pp:1,0.2032,-0.401,False,False,False
6,selection|allenai/OLMo-2-1124-7B-Instruct|a,selection,0.856,0.9183,600,delta_pp:1,-1.3786,-0.8898,False,True,False
6,selection|ibm-granite/granite-3.3-8b-instruct|a,selection,0.931,0.965,600,delta_pp:1,3.4847,0.9105,False,True,False
6,selection|microsoft/Phi-3.5-mini-instruct|a,selection,0.8767,0.9583,600,delta_pp:1,3.805,1.8188,True,True,False
6,selection|Qwen/Qwen2.5-7B-Instruct|b,selection,0.8378,0.9817,600,delta_pp:1,-0.61,-0.5102,False,False,False
6,selection|allenai/OLMo-2-1124-7B-Instruct|b,selection,0.8366,0.93,600,delta_pp:1,1.057,0.3366,False,True,False
6,selection|ibm-granite/granite-3.3-8b-instruct|b,selection,0.9047,0.9633,600,delta_pp:1,4.6347,1.8088,True,True,False
6,selection|microsoft/Phi-3.5-mini-instruct|b,selection,0.9155,0.935,600,delta_pp:1,3.622,2.3681,True,True,False
6,selection|Qwen/Qwen2.5-7B-Instruct|c,selection,0.8395,0.985,600,delta_pp:1,0.043,-0.384,False,False,False
6,selection|allenai/OLMo-2-1124-7B-Instruct|c,selection,0.8689,0.9433,600,delta_pp:1,3.5194,1.2233,True,True,False
6,selection|ibm-granite/granite-3.3-8b-instruct|c,selection,0.9107,0.975,600,delta_pp:1,2.9406,1.1876,True,True,False
6,selection|microsoft/Phi-3.5-mini-instruct|c,selection,0.8983,0.9017,600,delta_pp:1,6.3776,3.7391,True,True,False
7,selection|Qwen/Qwen2.5-7B-Instruct|a,selection,0.8812,0.9733,600,delta_pp:1,0.8631,-0.401,False,False,False
7,selection|allenai/OLMo-2-1124-7B-Instruct|a,selection,0.7741,0.9033,600,delta_pp:1,4.0132,-0.8898,False,True,True
7,selection|ibm-granite/granite-3.3-8b-instruct|a,selection,0.8679,0.9483,600,delta_pp:1,2.7514,0.9105,False,True,False
7,selection|microsoft/Phi-3.5-mini-instruct|a,selection,0.8241,0.9317,600,delta_pp:1,6.8108,1.8188,True,True,False
7,selection|Qwen/Qwen2.5-7B-Instruct|b,selection,0.8679,0.97,600,delta_pp:1,0.4271,-0.5102,False,False,False
7,selection|allenai/OLMo-2-1124-7B-Instruct|b,selection,0.7562,0.9133,600,delta_pp:1,4.2797,0.3366,False,True,True
7,selection|ibm-granite/granite-3.3-8b-instruct|b,selection,0.8545,0.945,600,delta_pp:1,4.3052,1.8088,True,True,False
7,selection|microsoft/Phi-3.5-mini-instruct|b,selection,0.8348,0.9083,600,delta_pp:1,7.959,2.3681,True,True,False
7,selection|Qwen/Qwen2.5-7B-Instruct|c,selection,0.8545,0.9667,600,delta_pp:1,0.6543,-0.384,False,False,False
7,selection|allenai/OLMo-2-1124-7B-Instruct|c,selection,0.717,0.905,600,delta_pp:1,5.2777,1.2233,True,True,True
7,selection|ibm-granite/granite-3.3-8b-instruct|c,selection,0.8482,0.955,600,delta_pp:1,3.0486,1.1876,True,True,False
7,selection|microsoft/Phi-3.5-mini-instruct|c,selection,0.8518,0.875,600,delta_pp:1,12.3192,3.7391,True,True,False
8,selection|Qwen/Qwen2.5-7B-Instruct|a,selection,0.9233,0.9817,600,delta_pp:1,-1.0092,-0.401,False,True,False
8,selection|allenai/OLMo-2-1124-7B-Instruct|a,selection,0.8181,0.935,600,delta_pp:1,-0.9169,-0.8898,False,False,False
8,selection|ibm-granite/granite-3.3-8b-instruct|a,selection,0.8903,0.97,600,delta_pp:1,1.5152,0.9105,False,True,False
8,selection|microsoft/Phi-3.5-mini-instruct|a,selection,0.8823,0.955,600,delta_pp:1,1.9251,1.8188,True,True,False
8,selection|Qwen/Qwen2.5-7B-Instruct|b,selection,0.9099,0.9817,600,delta_pp:1,0.3963,-0.5102,False,False,False
8,selection|allenai/OLMo-2-1124-7B-Instruct|b,selection,0.8387,0.9233,600,delta_pp:1,-0.7388,0.3366,False,False,False
8,selection|ibm-granite/granite-3.3-8b-instruct|b,selection,0.9144,0.965,600,delta_pp:1,3.0145,1.8088,True,True,False
8,selection|microsoft/Phi-3.5-mini-instruct|b,selection,0.9128,0.9367,600,delta_pp:1,2.7132,2.3681,True,True,False
8,selection|Qwen/Qwen2.5-7B-Instruct|c,selection,0.9402,0.9883,600,delta_pp:1,0.1923,-0.384,False,False,False
8,selection|allenai/OLMo-2-1124-7B-Instruct|c,selection,0.8038,0.9333,600,delta_pp:1,-0.4795,1.2233,True,False,False
8,selection|ibm-granite/granite-3.3-8b-instruct|c,selection,0.9215,0.9783,600,delta_pp:1,0.9732,1.1876,True,False,False
8,selection|microsoft/Phi-3.5-mini-instruct|c,selection,0.9281,0.915,600,delta_pp:1,6.9096,3.7391,True,True,False
9,selection|Qwen/Qwen2.5-7B-Instruct|a,selection,0.8709,0.9717,600,delta_pp:1,0.0578,-0.401,False,False,False
9,selection|allenai/OLMo-2-1124-7B-Instruct|a,selection,0.7963,0.9117,600,delta_pp:1,-0.9693,-0.8898,False,False,True
9,selection|ibm-granite/granite-3.3-8b-instruct|a,selection,0.8451,0.95,600,delta_pp:1,0.0129,0.9105,False,False,False
9,selection|microsoft/Phi-3.5-mini-instruct|a,selection,0.8515,0.935,600,delta_pp:1,1.628,1.8188,True,True,False
9,selection|Qwen/Qwen2.5-7B-Instruct|b,selection,0.9029,0.9783,600,delta_pp:1,0.3234,-0.5102,False,False,False
9,selection|allenai/OLMo-2-1124-7B-Instruct|b,selection,0.8613,0.9267,600,delta_pp:1,1.8044,0.3366,False,True,False
9,selection|ibm-granite/granite-3.3-8b-instruct|b,selection,0.797,0.94,600,delta_pp:1,0.5756,1.8088,True,False,True
9,selection|microsoft/Phi-3.5-mini-instruct|b,selection,0.8916,0.93,600,delta_pp:1,0.8334,2.3681,True,False,False
9,selection|Qwen/Qwen2.5-7B-Instruct|c,selection,0.8886,0.9783,600,delta_pp:1,0.5001,-0.384,False,False,False
9,selection|allenai/OLMo-2-1124-7B-Instruct|c,selection,0.7614,0.9267,600,delta_pp:1,1.7148,1.2233,True,True,True
9,selection|ibm-granite/granite-3.3-8b-instruct|c,selection,0.8335,0.955,600,delta_pp:1,-0.1752,1.1876,True,False,False
9,selection|microsoft/Phi-3.5-mini-instruct|c,selection,0.8874,0.895,600,delta_pp:1,2.5813,3.7391,True,True,False
10,selection|Qwen/Qwen2.5-7B-Instruct|a,selection,0.865,0.98,600,delta_pp:1,-0.6625,-0.401,False,False,False
10,selection|allenai/OLMo-2-1124-7B-Instruct|a,selection,0.8119,0.9233,600,delta_pp:1,-2.3993,-0.8898,False,True,False
10,selection|ibm-granite/granite-3.3-8b-instruct|a,selection,0.8777,0.9617,600,delta_pp:1,4.2452,0.9105,False,True,False
10,selection|microsoft/Phi-3.5-mini-instruct|a,selection,0.8453,0.9433,600,delta_pp:1,0.122,1.8188,True,False,False
10,selection|Qwen/Qwen2.5-7B-Instruct|b,selection,0.8632,0.9767,600,delta_pp:1,0.6421,-0.5102,False,False,False
10,selection|allenai/OLMo-2-1124-7B-Instruct|b,selection,0.8015,0.925,600,delta_pp:1,-1.9853,0.3366,False,True,False
10,selection|ibm-granite/granite-3.3-8b-instruct|b,selection,0.8367,0.9483,600,delta_pp:1,3.1203,1.8088,True,True,False
10,selection|microsoft/Phi-3.5-mini-instruct|b,selection,0.8485,0.9283,600,delta_pp:1,3.0878,2.3681,True,True,False
10,selection|Qwen/Qwen2.5-7B-Instruct|c,selection,0.8763,0.98,600,delta_pp:1,0.5927,-0.384,False,False,False
10,selection|allenai/OLMo-2-1124-7B-Instruct|c,selection,0.7406,0.9167,600,delta_pp:1,0.6074,1.2233,True,False,True
10,selection|ibm-granite/granite-3.3-8b-instruct|c,selection,0.7828,0.9533,600,delta_pp:1,2.3636,1.1876,True,True,True
10,selection|microsoft/Phi-3.5-mini-instruct|c,selection,0.8366,0.885,600,delta_pp:1,2.4911,3.7391,True,True,False
11,selection|Qwen/Qwen2.5-7B-Instruct|a,selection,0.9104,0.975,600,delta_pp:1,-1.5686,-0.401,False,True,False
11,selection|allenai/OLMo-2-1124-7B-Instruct|a,selection,0.8661,0.9267,600,delta_pp:1,-1.2208,-0.8898,False,True,False
11,selection|ibm-granite/granite-3.3-8b-instruct|a,selection,0.9591,0.9583,600,delta_pp:1,-0.2818,0.9105,False,False,False
11,selection|microsoft/Phi-3.5-mini-instruct|a,selection,0.9157,0.9483,600,delta_pp:1,1.7341,1.8188,True,True,False
11,selection|Qwen/Qwen2.5-7B-Instruct|b,selection,0.9287,0.9733,600,delta_pp:1,-1.9227,-0.5102,False,True,False
11,selection|allenai/OLMo-2-1124-7B-Instruct|b,selection,0.8696,0.9333,600,delta_pp:1,-1.8628,0.3366,False,True,False
11,selection|ibm-granite/granite-3.3-8b-instruct|b,selection,0.9383,0.955,600,delta_pp:1,-0.9209,1.8088,True,False,False
11,selection|microsoft/Phi-3.5-mini-instruct|b,selection,0.9183,0.9167,600,delta_pp:1,4.7068,2.3681,True,True,False
11,selection|Qwen/Qwen2.5-7B-Instruct|c,selection,0.9522,0.9817,600,delta_pp:1,-0.9537,-0.384,False,False,False
11,selection|allenai/OLMo-2-1124-7B-Instruct|c,selection,0.8322,0.935,600,delta_pp:1,3.1104,1.2233,True,True,False
11,selection|ibm-granite/granite-3.3-8b-instruct|c,selection,0.9217,0.96,600,delta_pp:1,0.7116,1.1876,True,False,False
11,selection|microsoft/Phi-3.5-mini-instruct|c,selection,0.907,0.895,600,delta_pp:1,7.0358,3.7391,True,True,False
12,selection|Qwen/Qwen2.5-7B-Instruct|a,selection,0.8988,0.9817,600,delta_pp:1,-0.6819,-0.401,False,False,False
12,selection|allenai/OLMo-2-1124-7B-Instruct|a,selection,0.8437,0.935,600,delta_pp:1,0.455,-0.8898,False,False,False
12,selection|ibm-granite/granite-3.3-8b-instruct|a,selection,0.9214,0.9667,600,delta_pp:1,1.4718,0.9105,False,True,False
12,selection|microsoft/Phi-3.5-mini-instruct|a,selection,0.8895,0.935,600,delta_pp:1,3.4046,1.8188,True,True,False
12,selection|Qwen/Qwen2.5-7B-Instruct|b,selection,0.8988,0.9817,600,delta_pp:1,-0.6819,-0.5102,False,False,False
12,selection|allenai/OLMo-2-1124-7B-Instruct|b,selection,0.9038,0.9333,600,delta_pp:1,-0.3671,0.3366,False,False,False
12,selection|ibm-granite/granite-3.3-8b-instruct|b,selection,0.9162,0.9567,600,delta_pp:1,1.5171,1.8088,True,True,False
12,selection|microsoft/Phi-3.5-mini-instruct|b,selection,0.8986,0.9233,600,delta_pp:1,2.9947,2.3681,True,True,False
12,selection|Qwen/Qwen2.5-7B-Instruct|c,selection,0.898,0.98,600,delta_pp:1,-0.3427,-0.384,False,False,False
12,selection|allenai/OLMo-2-1124-7B-Instruct|c,selection,0.8428,0.9333,600,delta_pp:1,0.7942,1.2233,True,False,False
12,selection|ibm-granite/granite-3.3-8b-instruct|c,selection,0.9276,0.9783,600,delta_pp:1,1.7506,1.1876,True,True,False
12,selection|microsoft/Phi-3.5-mini-instruct|c,selection,0.871,0.9,600,delta_pp:1,5.2213,3.7391,True,True,False
13,selection|Qwen/Qwen2.5-7B-Instruct|a,selection,0.789,0.9633,600,delta_pp:1,-1.1975,-0.401,False,True,True
13,selection|allenai/OLMo-2-1124-7B-Instruct|a,selection,0.7835,0.925,600,delta_pp:1,-0.1461,-0.8898,False,False,True
13,selection|ibm-granite/granite-3.3-8b-instruct|a,selection,0.893,0.965,600,delta_pp:1,0.4436,0.9105,False,False,False
13,selection|microsoft/Phi-3.5-mini-instruct|a,selection,0.7766,0.94,600,delta_pp:1,-0.497,1.8188,True,False,True
13,selection|Qwen/Qwen2.5-7B-Instruct|b,selection,0.7898,0.965,600,delta_pp:1,-0.8716,-0.5102,False,False,True
13,selection|allenai/OLMo-2-1124-7B-Instruct|b,selection,0.8156,0.93,600,delta_pp:1,2.6221,0.3366,False,True,False
13,selection|ibm-granite/granite-3.3-8b-instruct|b,selection,0.8592,0.9567,600,delta_pp:1,1.6445,1.8088,True,True,False
13,selection|microsoft/Phi-3.5-mini-instruct|b,selection,0.8563,0.9233,600,delta_pp:1,1.6392,2.3681,True,True,False
13,selection|Qwen/Qwen2.5-7B-Instruct|c,selection,0.7733,0.9617,600,delta_pp:1,-0.7605,-0.384,False,False,True
13,selection|allenai/OLMo-2-1124-7B-Instruct|c,selection,0.7731,0.9333,600,delta_pp:1,0.2781,1.2233,True,False,True
13,selection|ibm-granite/granite-3.3-8b-instruct|c,selection,0.8444,0.9567,600,delta_pp:1,1.1029,1.1876,True,True,False
13,selection|microsoft/Phi-3.5-mini-instruct|c,selection,0.8292,0.9,600,delta_pp:1,0.5158,3.7391,True,False,False
14,selection|Qwen/Qwen2.5-7B-Instruct|a,selection,0.8689,0.9783,600,delta_pp:1,-1.1802,-0.401,False,True,False
14,selection|allenai/OLMo-2-1124-7B-Instruct|a,selection,0.7995,0.9217,600,delta_pp:1,-2.5843,-0.8898,False,True,True
14,selection|ibm-granite/granite-3.3-8b-instruct|a,selection,0.9184,0.9583,600,delta_pp:1,-0.2406,0.9105,False,False,False
14,selection|microsoft/Phi-3.5-mini-instruct|a,selection,0.8333,0.9483,600,delta_pp:1,1.1287,1.8188,True,True,False
14,selection|Qwen/Qwen2.5-7B-Instruct|b,selection,0.8689,0.9783,600,delta_pp:1,-0.5169,-0.5102,False,False,False
14,selection|allenai/OLMo-2-1124-7B-Instruct|b,selection,0.8186,0.92,600,delta_pp:1,0.2508,0.3366,False,False,False
14,selection|ibm-granite/granite-3.3-8b-instruct|b,selection,0.8958,0.9533,600,delta_pp:1,1.6334,1.8088,True,True,False
14,selection|microsoft/Phi-3.5-mini-instruct|b,selection,0.842,0.9267,600,delta_pp:1,2.0567,2.3681,True,True,False
14,selection|Qwen/Qwen2.5-7B-Instruct|c,selection,0.9288,0.9783,600,delta_pp:1,-0.2847,-0.384,False,False,False
14,selection|allenai/OLMo-2-1124-7B-Instruct|c,selection,0.7665,0.935,600,delta_pp:1,-0.3749,1.2233,True,False,True
14,selection|ibm-granite/granite-3.3-8b-instruct|c,selection,0.8793,0.96,600,delta_pp:1,0.3973,1.1876,True,False,False
14,selection|microsoft/Phi-3.5-mini-instruct|c,selection,0.8585,0.92,600,delta_pp:1,1.2643,3.7391,True,True,False
15,selection|Qwen/Qwen2.5-7B-Instruct|a,selection,0.8264,0.9783,600,delta_pp:1,-1.0056,-0.401,False,True,False
15,selection|allenai/OLMo-2-1124-7B-Instruct|a,selection,0.7,0.9067,600,delta_pp:1,-0.8998,-0.8898,False,False,True
15,selection|ibm-granite/granite-3.3-8b-instruct|a,selection,0.8426,0.9533,600,delta_pp:1,-0.2388,0.9105,False,False,False
15,selection|microsoft/Phi-3.5-mini-instruct|a,selection,0.8044,0.9367,600,delta_pp:1,-0.307,1.8188,True,False,False
15,selection|Qwen/Qwen2.5-7B-Instruct|b,selection,0.809,0.9733,600,delta_pp:1,-1.752,-0.5102,False,True,False
15,selection|allenai/OLMo-2-1124-7B-Instruct|b,selection,0.7383,0.9233,600,delta_pp:1,0.5418,0.3366,False,False,True
15,selection|ibm-granite/granite-3.3-8b-instruct|b,selection,0.8244,0.9467,600,delta_pp:1,0.6858,1.8088,True,False,False
15,selection|microsoft/Phi-3.5-mini-instruct|b,selection,0.8085,0.9167,600,delta_pp:1,-0.3634,2.3681,True,False,False
15,selection|Qwen/Qwen2.5-7B-Instruct|c,selection,0.8255,0.9767,600,delta_pp:1,-1.3244,-0.384,False,True,False
15,selection|allenai/OLMo-2-1124-7B-Instruct|c,selection,0.7383,0.9233,600,delta_pp:1,2.5317,1.2233,True,True,True
15,selection|ibm-granite/granite-3.3-8b-instruct|c,selection,0.8037,0.9633,600,delta_pp:1,-0.3486,1.1876,True,False,False
15,selection|microsoft/Phi-3.5-mini-instruct|c,selection,0.8101,0.8917,600,delta_pp:1,3.2665,3.7391,True,True,False
16,selection|Qwen/Qwen2.5-7B-Instruct|a,selection,0.8197,0.9683,600,delta_pp:1,-0.6663,-0.401,False,False,False
16,selection|allenai/OLMo-2-1124-7B-Instruct|a,selection,0.7324,0.9267,600,delta_pp:1,-1.6055,-0.8898,False,True,True
16,selection|ibm-granite/granite-3.3-8b-instruct|a,selection,0.8817,0.9617,600,delta_pp:1,1.4564,0.9105,False,True,False
16,selection|microsoft/Phi-3.5-mini-instruct|a,selection,0.853,0.9383,600,delta_pp:1,2.3651,1.8188,True,True,False
16,selection|Qwen/Qwen2.5-7B-Instruct|b,selection,0.8714,0.9733,600,delta_pp:1,-0.7777,-0.5102,False,False,False
16,selection|allenai/OLMo-2-1124-7B-Instruct|b,selection,0.7642,0.925,600,delta_pp:1,-1.5466,0.3366,False,True,True
16,selection|ibm-granite/granite-3.3-8b-instruct|b,selection,0.8627,0.9567,600,delta_pp:1,1.9507,1.8088,True,True,False
16,selection|microsoft/Phi-3.5-mini-instruct|b,selection,0.8443,0.9217,600,delta_pp:1,3.1037,2.3681,True,True,False
16,selection|Qwen/Qwen2.5-7B-Instruct|c,selection,0.818,0.965,600,delta_pp:1,-0.6513,-0.384,False,False,False
16,selection|allenai/OLMo-2-1124-7B-Instruct|c,selection,0.7557,0.94,600,delta_pp:1,0.1841,1.2233,True,False,True
16,selection|ibm-granite/granite-3.3-8b-instruct|c,selection,0.8507,0.965,600,delta_pp:1,0.395,1.1876,True,False,False
16,selection|microsoft/Phi-3.5-mini-instruct|c,selection,0.8501,0.9017,600,delta_pp:1,3.0538,3.7391,True,True,False
17,selection|Qwen/Qwen2.5-7B-Instruct|a,selection,0.8568,0.9767,600,delta_pp:1,0.5853,-0.401,False,False,False
17,selection|allenai/OLMo-2-1124-7B-Instruct|a,selection,0.7952,0.9217,600,delta_pp:1,-0.5148,-0.8898,False,False,True
17,selection|ibm-granite/granite-3.3-8b-instruct|a,selection,0.8998,0.965,600,delta_pp:1,2.5982,0.9105,False,True,False
